VIEW,8,2019-07-01 11:00:10.112,f,EMPLOYEE
VIEW,319,2019-07-01 11:00:59.639,t,MENU
VIEW,319,2019-07-01 11:00:59.639,t,PERMISSION
VIEW,319,2019-07-01 11:00:59.639,t,IOT
VIEW,319,2019-07-01 11:00:59.639,t,EMPLOYEE
VIEW,319,2019-07-01 11:00:59.639,t,POSITION
VIEW,319,2019-07-01 11:00:59.639,t,LOCATION
VIEW,319,2019-07-01 11:00:59.639,t,LINE@USER
VIEW,319,2019-07-01 11:00:59.639,t,LINE@MENU
VIEW,319,2019-07-01 11:00:59.639,t,LINE@MENUTEMP
VIEW,319,2019-07-01 11:00:59.639,t,IOT_LOG
VIEW,778,2019-08-08 11:58:10.16,t,EMPLOYEE
VIEW,778,2019-08-08 11:58:10.16,t,POSITION
VIEW,778,2019-08-08 11:58:10.16,t,LOCATION
VIEW,778,2019-08-08 11:58:10.16,t,LINE@USER
VIEW,778,2019-08-08 11:58:10.16,t,LINE@MENU
VIEW,778,2019-08-08 11:58:10.16,t,LINE@MENUTEMP
VIEW,778,2019-08-08 11:58:10.16,t,IOT_LOG
